MetaData/stationIdentification,BiasCoefficientValue/ascentPredictor
034BATBA,-0.009006
03JTTJRA,0.024794
03ZYTKZA,0.026048
044YR4BA,-0.015635
04DBS1ZA,-0.011273
04FYR4RA,0.012701
04I0ELBA,0.011911
05URYCJA,0.023303
0AJQOMRA,0.066479
0AVUIRRA,-0.010232
0BAFVQBA,0.059501
0BASSNRA,0.034676
0BHKTKBA,0.011513
0CNEIRRA,0.038093
0DBDYXZA,0.033207
0DIBA0BA,0.049117
0DKUIRBA,-0.018576
0DUYB3RA,0.013506
0EPX2MRA,0.166116
0ETENVJA,0.015420
0EVEIEBA,0.097294
0EWATPRA,0.240898
0EYUISZA,-0.062472
0FKUILJA,0.048536
0FPSA4RA,0.035567
0FVKJFRA,-0.064826
0FWUNVRA,0.009856
0G3UNVRA,0.016914
0GJUIEBA,-0.045157
0GMDP1JA,0.033702
0GTEISZA,-0.011576
0H0HOABA,-0.018011
0H4ENVBA,0.010840
0HKEILZA,0.006752
0HMINGRA,-0.031840
0HMZMSRA,-0.093838
0HNHPAZA,-0.093101
0HRGILRA,0.022092
0HWWT5ZA,0.019354
0I1CBZZA,-0.007991
0IKEIRRA,0.030528
0IKWU1JA,0.017519
0J2IC1RA,-0.001840
0J5EISZA,0.088232
0J5SPUZA,-0.010199
0JD0JFZA,0.009062
0JPEIRBA,-0.066449
0JRJBBBA,0.188004
0JXWU1JA,0.030683
0JYEILZA,0.089352
0KKVVQBA,-0.018653
0KMKJFZA,0.124741
0KPUISZA,0.001730
0LLUNVBA,-0.068882
0LV13QZA,-0.157119
0LYUNVJA,0.003718
0M5HRVZA,0.011211
0MJUNVBA,0.007060
0MSWUWJA,0.013600
0MVKGDBA,0.000678
0MWXLIZA,-0.015337
0N413JRA,0.072790
0NHWUWJA,0.053082
0NRTSKZA,-0.038059
0O2FZEJA,0.000347
0O5DTQZA,0.003020
0OBGUWJA,0.013035
0OEUILJA,0.038856
0OLINGBA,0.017419
0PEAPKJA,0.061195
0Q3X2MJA,0.011501
0QBKJFJA,-0.008861
0QCHOGBA,-0.008877
0QCUNVJA,0.007453
0QEGR2RA,0.009008
0QEUIEBA,0.056463
0QIHQVRA,0.032472
0QJUISZA,0.005734
0QRKJFRA,0.002097
0QRX1DZA,-0.056230
0QSYC1RA,-0.059812
0QYBSIBA,0.005812
0RAYZAZA,0.017247
0RDUILZA,0.097650
0RE0JFRA,0.081074
0RHUNVRA,0.007279
0RPBPNBA,0.048974
0SKENVRA,0.002829
0SUEIEBA,-0.216832
0TPENVBA,0.021161
0TSHLKBA,0.006166
0TT0NRJA,0.019638
0TTEILZA,0.006971
0TVINGRA,-0.025791
0TVZMSRA,0.036795
0UZUOGBA,0.024903
0V0EOEZA,0.000000
0V4YGHBA,0.008037
0VF1LNJA,0.038538
0VKEOGBA,0.013263
0VPICMJA,0.041232
0VVVD5ZA,0.012911
0W2IR4JA,0.004117
0WVXLIJA,-0.018653
0X3FD5JA,0.015118
0XEHUNBA,0.023172
0YDWUWJA,0.022539
0YFXRVZA,0.022790
0YHXLIZA,-0.051135
0YLCB3BA,0.024618
0YMICZZA,0.112143
0YUENVBA,0.008354
0YYWUWJA,0.022611
0ZM0PZBA,0.004850
10BEIRBA,0.158176
10CENVRA,-0.161556
10REISZA,-0.022350
11HENVBA,-0.096083
11WCYGJA,0.010108
12AHLIZA,0.018897
12BEILJA,0.143041
12FENVBA,0.007581
12JWUWJA,0.021981
12KEILJA,0.028408
12PCA4RA,0.043922
12XXRVZA,0.036440
13BGUWRA,0.012987
13BYERBA,0.001639
13GUEUZA,0.011484
13KGUWRA,0.015203
13T2XYRA,0.010976
144KESRA,0.035974
144KGBZA,-0.008110
14DYNGBA,0.041403
14HUILJA,0.006589
14ODWFZA,-0.005194
14XBA2RA,0.017484
152WUWRA,0.037708
15BXLIZA,-0.048839
1A1V0HBA,-0.011392
1A51EQBA,0.025942
1ADUOGRA,0.005208
1AQICMZA,-0.124848
1B4GX4ZA,0.011489
1BBYR4JA,0.035267
1BLSO0ZA,0.024371
1D0IR4JA,0.013643
1DBSSUJA,0.063958
1DFUOEZA,0.016020
1DG1C1JA,0.159977
1DPGE1ZA,-0.031182
1DRIR4JA,0.012316
1DYIFEJA,0.077124
1EBAPOBA,0.028065
1ECEIRRA,0.077432
1FJRSORA,0.045404
1FQSOHRA,0.012039
1FZYW3BA,0.046727
1GNAZDJA,0.003788
1GUUIRRA,-0.010819
1GVW2UBA,-0.084824
1HFRTXBA,0.030048
1HTUIRBA,0.000520
1ILVD5JA,0.007523
1IXYR4JA,0.006819
1JJ142JA,-0.006054
1JMIR4RA,0.016983
1KCDAXJA,0.003804
1KORV2ZA,0.018915
1MHFVQBA,-0.081461
1MTEIRRA,-0.003966
1MTWU1JA,0.002912
1NGCELJA,0.057354
1NISBMJA,-0.004116
1NNIC1RA,0.029279
1NQL01RA,0.003209
1NUFFSBA,0.124597
1NWUIRBA,-0.030412
1OIEISZA,0.000382
1OVKJFZA,0.034581
1OWKB4JA,0.013286
1PJUNVJA,0.011636
1PRREJZA,-0.017820
1PTMMKRA,0.024378
1QJKTKBA,0.112494
1QSYR4BA,0.037025
1QWVJGRA,-0.002856
1RBLTQRA,-0.008300
1RCQOMBA,0.100699
1RSKZGZA,0.022791
1RYFVQBA,0.006820
1SM1YLZA,0.017654
1TXCBZJA,-0.032411
1UUEISZA,0.025026
1VAENVRA,-0.000950
1VGEILJA,0.027411
1W30JFRA,-0.022034
1W4EILZA,-0.054349
1WAVZRZA,-0.007301
1WCRYEZA,0.000000
1WKKFXJA,0.005530
1WQKJFRA,0.070719
1WRLP3RA,0.005025
1WTENVRA,0.020552
1WUKEVZA,0.015289
1X0HRVZA,0.008111
1X4GUWJA,0.013696
1X5DSQBA,-0.001272
1XCUILZA,0.009170
1XJICMZA,-0.013811
1XWUNVBA,0.004713
1Y5LZEJA,0.016828
1ZHUIRBA,-0.024334
1ZUYC1RA,0.000000
200VYWRA,-0.073493
20BFJGZA,0.014585
20DTTJJA,0.048407
20KHPBZA,-0.006727
20ZBPIRA,0.023170
21AYR4RA,0.001681
21EVJGJA,-0.011248
221GU1JA,0.007831
223UIRRA,0.028510
22AH1IRA,-0.003198
234EIRBA,-0.053560
23FWU1JA,0.021202
23OWU1JA,0.027642
23S0JFZA,-0.003144
23XTB0JA,0.024422
24IGU1JA,0.019060
24SMX3BA,0.010016
25M13QZA,0.053371
2A5KJFJA,0.018203
2ACFZTBA,-0.013749
2AFIP1BA,0.048663
2AV1P3JA,0.017809
2AXUNVJA,0.009646
2B4XRXBA,0.019066
2BEYENZA,0.039797
2BGZMSJA,0.145564
2BMENVRA,0.007182
2BQEIEBA,0.013682
2CEUNVJA,0.004966
2CPH42RA,0.017691
2CQUILZA,0.179850
2DDUNVRA,0.009142
2DEXLKBA,0.002494
2DZKFXZA,0.009507
2EGXLIZA,0.025410
2F0AOZJA,0.048386
2FIIR4ZA,0.090609
2FK2FKRA,0.158915
2FYIR4JA,0.040585
2G1IR4ZA,-0.008534
2GMICMZA,0.098657
2GPUOGBA,0.013628
2H4YR4JA,0.038329
2HKBO0RA,-0.015977
2HTXPBZA,-0.067075
2IRINGRA,0.005272
2IRRA2ZA,0.000828
2IWFZEZA,-0.015980
2JBDA2BA,0.028295
2JOXPAZA,-0.003184
2L3LZ2JA,0.017591
2LHYYYRA,0.009853
2LKUOGRA,0.015492
2M3IR4RA,0.060116
2NYWIVZA,0.077180
2OGBZHZA,0.003983
2PFWCZRA,0.009773
2PRIR4RA,-0.018170
2PVFJGJA,0.020276
2Q1JJARA,-0.023839
2Q5VGABA,0.008333
2Q5YQ2ZA,0.004498
2QOYCMZA,-0.080940
2QWIR4ZA,0.018711
2R0IR4ZA,0.027252
2RJIR4JA,-0.005248
2ROUOGBA,0.019232
2RRIR4ZA,-0.093701
2S1BWBRA,0.043461
2SIEOGBA,-0.005957
2SMYGHRA,0.013993
2SQBPIJA,0.014797
2TEFD5ZA,0.011163
2TPYR4JA,0.001092
2TSIR4RA,-0.024034
2UMUIRRA,0.039804
2VMXALRA,-0.065130
2W2EIRRA,-0.006156
2WEMJERA,0.007682
2WRF2OJA,-0.012928
2X1EIRBA,0.035065
2XBTZCZA,0.003651
2Y5IR4JA,-0.017505
2YMYR4RA,-0.005558
2ZUICDJA,0.023591
2ZVFXCZA,-0.040277
302DO3BA,0.046523
30LHZRRA,0.015680
30QGUWJA,0.007706
31GEOGRA,0.019446
31YHLIZA,0.071760
320VD5JA,0.008316
32MEOEZA,0.005863
32SYO4RA,0.010096
32VYR4RA,0.018809
32YVJGZA,0.002967
333VJGJA,0.027198
33FQOMRA,0.032011
33UBV4BA,0.013676
33ZYR4RA,-0.006434
34IUOGBA,0.008858
35FVJGRA,0.001767
35ZTB5BA,0.047808
3BBUIRRA,-0.021504
3CBKB4ZA,0.043811
3CNVVQRA,-0.008562
3CZTEPZA,-0.011744
3D0EIRRA,-0.149018
3D5UNVJA,0.139676
3DDRBZRA,-0.014710
3E3UNVJA,0.031891
3EJTB0JA,0.082492
3EQENVJA,0.011708
3ERG3NZA,0.006271
3EZUIEBA,0.153714
3F0EILZA,0.036206
3F3XLKBA,-0.006807
3F4ENVRA,0.008732
3FBEIEBA,0.006474
3FPBYEZA,0.040661
3FPXRXBA,-0.006644
3FVENVRA,0.009391
3GBUILZA,-0.043529
3HUXRXBA,0.007591
3JLKJFZA,0.002683
3JUWU1JA,0.022636
3JYBYTRA,0.009464
3KCGU1JA,-0.005078
3KEUIRRA,-0.012540
3KHIC1JA,0.049495
3KPWU1JA,0.006433
3LDUIRBA,0.017818
3M0GUWJA,0.010861
3MAYNGRA,-0.031258
3MEUILZA,0.007203
3MZ0GDBA,-0.002049
3N0YQ4BA,0.011912
3N5BFFBA,0.065764
3NPGUWJA,0.029718
3O0XLKBA,0.002349
3OQ2XYJA,0.006628
3OXWUWJA,0.013197
3P5XLIZA,-0.002914
3PMEDQRA,0.061417
3PTUOGRA,0.024768
3Q2EILZA,0.003182
3QBENVJA,0.012100
3QMEIEBA,-0.066086
3RDICOBA,0.159636
3REUNVRA,0.025364
3RHBPOZA,0.015941
3RKHLKBA,-0.040713
3RPENVRA,0.009511
3SYUIEBA,0.005252
3TPGT5ZA,0.020206
3TQEILZA,-0.082458
3TZYNGRA,-0.075862
3U0XIRRA,-0.012364
3U5ASWRA,0.000000
3V5VYWJA,0.020634
3VAAYAJA,0.015901
3VGVD5ZA,0.022660
3VIDTJJA,-0.000753
3VOHBAZA,0.002422
3VOYFRZA,0.014093
3VQYR4JA,0.002021
3XDIR4RA,-0.032326
3XDWX4ZA,0.015141
3XIIR4JA,0.093873
3XOFD5JA,0.008490
3XUUOEZA,0.011547
3XXBPIJA,0.071495
3Y1YKIBA,-0.086283
3YFXOABA,0.058904
3YHZXBRA,0.009991
3YLGUWJA,0.002996
3YNHRVZA,0.006938
3ZQHPAZA,-0.186644
3ZSTAXZA,0.012920
401STNZA,-0.006836
40KUISJA,-0.010298
40ZEIRBA,-0.037668
411EILJA,-0.031784
412UISZA,-0.011177
415IC1BA,-0.049277
41GCSIJA,0.022346
41SEWGRA,-0.174126
41UKJFJA,0.005405
41XSVTZA,0.012682
42FCELBA,0.032135
42FGUWJA,0.004177
42PINGBA,0.014196
42PZMSBA,0.062481
42ZEILJA,-0.000296
43CWUWRA,0.016448
43OKGBZA,0.053940
43YYNEZA,-0.002834
44BHL5ZA,0.002913
44FENWZA,0.015053
44JWUWRA,0.014647
44ML3RZA,0.132776
44NXLIJA,0.007492
44OENWZA,0.057335
44W0GBZA,-0.004484
45EBA2BA,0.028408
45O2SCZA,-0.083358
45OBO3RA,0.000135
45SGUWRA,0.027355
4ABQVXZA,0.043947
4B1SV4JA,-0.024942
4BLEOEZA,0.013204
4BPYGHBA,0.015661
4BRMSCJA,0.136391
4BZY4CBA,0.011669
4C1RFGZA,0.018467
4CBSTLZA,-0.008976
4CCHLIJA,-0.019755
4CNIR4JA,-0.015151
4DKYR4RA,-0.058862
4DSYR4JA,-0.021038
4EDYR4BA,0.012202
4EHVJGRA,0.008830
4GPUIRBA,-0.017862
4HLJDNRA,-0.030014
4HSSSNBA,0.030142
4I0IR4RA,0.039761
4IBIR4JA,0.002681
4ICZTOZA,0.011615
4IJIR4BA,0.019660
4JCVJGJA,0.017381
4JEYR4RA,0.044115
4JGLKIRA,0.000899
4JTDEWZA,0.022977
4JY0YGBA,0.016988
4K4KWHZA,0.020538
4KPYR4BA,0.005265
4L00ZTZA,0.025713
4N4KJFJA,-0.188841
4NAEIRBA,-0.020663
4NAH1DZA,0.011259
4NJMX4ZA,0.001670
4NK13QZA,-0.159444
4PGX1DZA,0.006386
4PJ0JFJA,-0.001256
4POGDMJA,0.009845
4QAFJGRA,0.020728
4QKGWTRA,0.018325
4RIFGCJA,0.014524
4ROUIRBA,-0.002452
4RYAPWRA,0.000197
4S1FGCJA,0.015820
4SIEIRBA,0.004825
4TIFVQBA,-0.106758
4TOVGCJA,0.002898
4TQCESJA,0.049581
4TYJBCZA,0.095730
4U1UNVRA,0.005642
4U2ENWZA,-0.047177
4UEUISJA,0.075971
4UHFVRBA,-0.039360
4UYCTXBA,0.040853
4VIUISJA,-0.006203
4W1UISJA,0.004101
4WIUNVRA,0.010617
4WLKJFBA,0.002216
4WNATPBA,-0.058736
4WWUILZA,0.036962
4WXTP1RA,0.026563
4X4TPOBA,0.026806
4X5IF2BA,0.023098
4XAENVBA,0.002234
4XIXLIZA,0.018796
4XNUNVBA,0.016028
4XRCA4BA,-0.000588
4XSXRVZA,0.012746
4XW0JFBA,0.000256
4XWSPNBA,0.007218
4XWWUWJA,0.014176
4XZUILRA,0.112927
4YHSTXRA,-0.018429
4YXYB3BA,0.015156
4YZUISZA,-0.000804
4Z0EISJA,-0.017106
4ZPKJFJA,0.271497
4ZYTB0RA,-0.017485
50BIR4RA,-0.008407
50KIR4RA,0.028117
50OFJGJA,-0.002624
50PIFRRA,0.020529
51PIR4BA,0.007632
522CVTZA,0.067501
52BYCKJA,0.015531
52MEISZA,0.034662
53LEISJA,0.033074
53W0JFJA,0.053677
53YFVRBA,0.175241
54HIXDJA,-0.040964
54IUIRBA,-0.024654
54TUISJA,0.010001
550IZAZA,0.060568
553UISJA,0.095922
554VVRBA,0.003927
55LAPWBA,0.013435
55NUISZA,0.067556
5ACEILJA,-0.159389
5AFEISZA,0.087070
5ALDF2ZA,0.002318
5B1UILZA,0.002200
5B3MWTJA,0.012612
5BJDERJA,0.003117
5C5EILJA,-0.131512
5CCUNVRA,0.023037
5CPEILZA,0.064590
5D2UNVBA,0.015165
5DEWUWJA,0.016238
5DHUNVBA,0.004388
5DPGUWJA,0.007916
5DQYCMZA,0.017875
5DR0XBJA,0.236633
5DZHLIZA,0.035202
5E1HLIJA,0.018507
5EVEOGBA,0.003461
5FBHPBZA,-0.040756
5FBXIRBA,0.333342
5FFTSKJA,0.025875
5FR2ISJA,0.019373
5H3YFRJA,0.070532
5H4VD5JA,0.022048
5HHDAXJA,0.013108
5HTYR4RA,-0.011208
5I4INGBA,-0.057557
5IUGUWJA,0.011984
5JTGUWRA,0.007911
5JYHIRRA,0.110449
5KYWUWRA,0.018640
5LBERTRA,0.017590
5LNWUWRA,0.031978
5LVHL5JA,0.019049
5MLIR4RA,0.038183
5MUGX4JA,0.015819
5NLUOEZA,0.007133
5O1VJGJA,0.005997
5OACATJA,0.009382
5OIIR4BA,0.023451
5P4IR4BA,0.019491
5PVI5IBA,-0.058503
5QOWW2ZA,0.012410
5QQTYYRA,-0.000413
5QRIESZA,0.018076
5REF0FZA,-0.014566
5RZUSHRA,0.063183
5SFYTPBA,0.011117
5SJDSKRA,0.025686
5STICMJA,0.079817
5SUEOGBA,0.014599
5SYXPBZA,0.116695
5T2CO0JA,0.006431
5TGIR4RA,0.027647
5TMAOZBA,0.007698
5TPVD5JA,0.011977
5UNIXOBA,0.020190
5V0FGCJA,0.009014
5VJRYCRA,0.023984
5VRFGCJA,0.015021
5WKVGCJA,0.004662
5WNMMKRA,0.196052
5WREIRBA,0.054054
5XOBSOBA,0.019450
5XTSOHBA,0.013802
5XXVGCJA,0.011538
5Y3RPDZA,0.035883
5YFGX4JA,0.009207
5YSSATRA,0.033989
5YSYR4RA,0.035336
5Z0DB3ZA,0.053899
5ZRCSUBA,0.015608
9MATM   ,0.000000
A0CBTLBA,0.061511
A0CYR4JA,0.026467
A0KYR4BA,0.164026
A0UULOZA,-0.066994
A1HYR4RA,0.003231
A1RVJGJA,-0.006108
A2JLIAZA,0.000000
A2ODSMZA,0.001548
A3ATOZZA,0.025428
A3DUISZA,-0.007943
A3QX1IBA,-0.013898
A4OYZFBA,0.028525
A5DEIRBA,-0.017481
A5ZDZCJA,0.020233
AAB72   ,0.000000
AAL905  ,0.000000
AAL962  ,0.000000
AAOENVJA,0.006812
AB1WZGJA,-0.039457
ABKGUWZA,-0.000659
ABNKXDBA,0.023851
ABXEIEBA,0.025508
ABZENVRA,0.017092
ACA090  ,0.000000
ACC0JFJA,-0.009257
ACHUIEBA,-0.010247
ACJITWJA,0.035591
ACJYC1RA,-0.123056
ACOEISZA,0.048563
ACPUILJA,-0.008371
ACRUNVJA,0.021491
ACWH1DZA,-0.008136
AD9997  ,0.000000
ADH0JFRA,0.104229
ADKFVRRA,0.031967
ADMEILJA,0.063474
ADSENVRA,0.002119
ADUEILZA,0.003859
AEA009  ,0.000000
AEA023  ,0.000000
AEA024  ,0.000000
AEA025  ,0.000000
AEA026  ,0.000000
AEA041  ,0.000000
AEA042  ,0.000000
AEA043  ,0.000000
AEA045  ,0.000000
AEA046  ,0.000000
AEA057  ,0.000000
AEA058  ,0.000000
AEA083  ,0.000000
AEA083A ,0.000000
AEA084  ,0.000000
AEA126  ,0.000000
AEA341  ,0.000000
AEA342  ,0.000000
AF1XR4BA,0.024564
AF5IR4JA,0.063583
AFG2U1JA,0.164920
AFIHLIJA,-0.005939
AFR228  ,0.000000
AFR229  ,0.000000
AFR384V ,0.000000
AFR401  ,0.000000
AFR406  ,0.000000
AFR415  ,0.000000
AFR416  ,0.000000
AFR419  ,0.000000
AFR442  ,0.000000
AFR442A ,0.000000
AFR443  ,0.000000
AFR443A ,0.000000
AFR454  ,0.000000
AFR454A ,0.000000
AFR456  ,0.000000
AFR457  ,0.000000
AFR459  ,0.000000
AFR5300 ,0.000000
AFR5301 ,0.000000
AFR5306 ,0.000000
AFR5307 ,0.000000
AFR6726 ,0.000000
AFR6727 ,0.000000
AFR6900 ,0.000000
AFR6901 ,0.000000
AFR6902 ,0.000000
AFR6903 ,0.000000
AFR6904 ,0.000000
AFR6905 ,0.000000
AFR6906 ,0.000000
AFR6907 ,0.000000
AFR6909 ,0.000000
AFR852  ,0.000000
AFR853  ,0.000000
AFZA07  ,-0.010984
AFZA47  ,-0.025999
AFZA48  ,-0.025228
AFZA49  ,-0.018308
AFZA57  ,0.061585
AFZA58  ,0.024103
AFZA59  ,0.013421
AFZA78  ,0.364775
AFZA79  ,-0.008917
AFZA89  ,-0.005072
AGJXPDBA,-0.056803
AGWCPKBA,0.017584
AHKITQBA,0.052131
AHO9737 ,0.000000
AHO9796 ,0.000000
AHO9911 ,0.000000
AI2UNVBA,0.006997
AIIJMSRA,-0.093429
AIJHLKBA,0.016041
AIWYNGRA,-0.031544
AIXGUWZA,0.018432
AJAEILJA,0.179316
AJYTPORA,-0.013339
AK1WUWJA,0.011112
AKGTYERA,0.078400
AKSHLIZA,-0.032280
AKUGUWJA,-0.002553
AKVL3TBA,0.307270
AKXENVBA,0.005532
ALUKGBZA,0.009797
ALXYPZJA,0.016722
AME4528 ,0.000000
AMFYGHBA,0.006959
AMX015  ,0.000000
AMXSPKBA,0.081830
AMYYR4JA,0.000000
ANPSV4JA,0.034355
ANQIR4RA,-0.006540
ANZ1002 ,0.000000
ANZ1003 ,0.000000
ANZ1005 ,0.000000
ANZ1007 ,0.000000
AOAYR4RA,0.006684
AOJ78M  ,0.000000
AOJ95C  ,0.000000
AOJ96M  ,0.000000
AOTIR4JA,-0.010438
APHQOZBA,0.016229
APJBEVRA,0.044601
APK7881 ,0.000000
APQXPBZA,0.022314
AQ5WUWRA,0.059183
AQGHLIZA,-0.013495
ARFCYABA,-0.016990
ARFHR4BA,0.023007
ARG1050 ,0.000000
ARG1051 ,0.000000
ARG1060 ,0.000000
ARG1061 ,0.000000
ARG1062 ,0.000000
ARG1063 ,0.000000
ARG1064 ,0.000000
ARG1065 ,0.000000
ARG1066 ,0.000000
ARG1067 ,0.000000
ARG1068 ,0.000000
ARG1069 ,0.000000
ARG1070 ,0.000000
ARG1071 ,0.000000
ARG1072 ,0.000000
ARG1073 ,0.000000
ARG1074 ,0.000000
ARG1075 ,0.000000
ARG1076 ,0.000000
ARG1077 ,0.000000
ARG1078 ,0.000000
ARG1079 ,0.000000
ARG1080 ,0.000000
ARG1081 ,0.000000
ARG1082 ,0.000000
ARG1086 ,0.000000
ARG1087 ,0.000000
ARG1088 ,0.000000
ARG1089 ,0.000000
ARG1090 ,0.000000
ARG1091 ,0.000000
ARG1092 ,0.000000
ARG1093 ,0.000000
ARG1132 ,0.000000
ARG1133 ,0.000000
ARG1940 ,0.000000
ARG1970 ,0.000000
ARG1971 ,0.000000
ARG1972 ,0.000000
ARG1980 ,0.000000
ARG1981 ,0.000000
ARG1998 ,0.000000
ARG1999 ,0.000000
AROYR4JA,0.006506
ARRHLIJA,-0.059862
AS0LZ2RA,0.021143
ASEYTWBA,-0.011830
AT0IGHBA,0.009678
ATG8810 ,0.000000
ATG8811 ,0.000000
ATG9903 ,0.000000
ATG9904 ,0.000000
ATIUOGBA,0.010166
ATRFD5ZA,0.018332
AU0113  ,0.012556
AU0114  ,0.016116
AU0115  ,0.013467
AU0116  ,0.001389
AU0117  ,0.000000
AU0118  ,0.020636
AU0119  ,0.022080
AU0124  ,0.005348
AU0125  ,0.022823
AU0126  ,0.013715
AU0127  ,0.000082
AU0128  ,0.024346
AU0129  ,0.022140
AU0130  ,0.031322
AU0131  ,0.011492
AU0132  ,0.004087
AU0134  ,0.024246
AU0135  ,0.008747
AU0136  ,0.014327
AU0137  ,0.010086
AU0140  ,0.009478
AU0142  ,0.012043
AU0144  ,0.007882
AU0145  ,0.004779
AU0148  ,0.010561
AU0150  ,0.008074
AU0151  ,0.015904
AU0152  ,0.028017
AU0153  ,0.023130
AU0154  ,0.009141
AU0156  ,0.013747
AU0157  ,0.008058
AU0158  ,0.019086
AU0159  ,0.013117
AU0160  ,0.025912
AU0161  ,0.000000
AU0162  ,0.026263
AU0163  ,0.020604
AU0164  ,0.010235
AU0165  ,0.023184
AU0166  ,0.022456
AU0167  ,0.017392
AU0168  ,0.022310
AU0170  ,0.013442
AU0171  ,0.025037
AU0174  ,0.016475
AU0175  ,-0.014190
AU0176  ,0.023657
AU0178  ,0.031965
AU0180  ,0.008706
AU0181  ,0.022682
AU0182  ,0.009434
AU0183  ,0.016066
AU0184  ,0.016541
AU0185  ,0.017851
AU0186  ,0.013684
AU0187  ,0.012517
AU0300  ,-0.003255
AU0301  ,0.040552
AU0302  ,0.006363
AU0303  ,0.006936
AU0304  ,0.014143
AU0305  ,0.022129
AU0306  ,0.014821
AU0320  ,0.020670
AU0321  ,0.068251
AU0322  ,0.033276
AU0325  ,0.006113
AU0326  ,0.022736
AU0327  ,0.007039
AU0328  ,0.017733
AU0329  ,0.024223
AU0330  ,0.024975
AU0331  ,0.021527
AU0332  ,0.031296
AU0333  ,0.018653
AU0334  ,0.017374
AU0337  ,0.020260
AU0350  ,0.011047
AU0500  ,0.001840
AU2UOHBA,0.014121
AUCVJGRA,-0.039265
AUKQTWZA,0.250204
AV5GTURA,0.013116
AVA018  ,0.000000
AVA4940 ,0.000000
AVJQJLBA,0.000000
AWC142  ,0.000000
AWC143  ,0.000000
AWC243  ,0.000000
AWC272  ,0.000000
AWC302  ,0.000000
AWC581  ,0.000000
AWC582  ,0.000000
AWC611  ,0.000000
AWC612  ,0.000000
AWC621  ,0.000000
AWC631  ,0.000000
AWC652  ,0.000000
AWC653  ,0.000000
AWC663  ,0.000000
AWC912  ,0.000000
AWCHPBJA,0.093256
AWCVVPBA,0.111175
AWJBFARA,0.016200
AWSFJGRA,-0.003448
AWUIR4BA,0.010552
AXM119  ,0.000000
AXM5104 ,0.000000
AXM5105 ,0.000000
AXM5106 ,0.000000
AXM5107 ,0.000000
AXM5108 ,0.000000
AXM5109 ,0.000000
AXM511  ,0.000000
AXM5110 ,0.000000
AXM5111 ,0.000000
AXM5112 ,0.000000
AXM5113 ,0.000000
AXM5114 ,0.000000
AXM5115 ,0.000000
AXM5116 ,0.000000
AXM5117 ,0.000000
AXM5118 ,0.000000
AXM5119 ,0.000000
AXM5120 ,0.000000
AXM5121 ,0.000000
AXM5130 ,0.000000
AXM5131 ,0.000000
AXM5133 ,0.000000
AXM5134 ,0.000000
AXM5135 ,0.000000
AXM5137 ,0.000000
AXM5138 ,0.000000
AXM5139 ,0.000000
AXM5140 ,0.000000
AXM5141 ,0.000000
AXM5143 ,0.000000
AXM5172 ,0.000000
AXM5173 ,0.000000
AXM5174 ,0.000000
AXM5175 ,0.000000
AXM5188 ,0.000000
AXM5189 ,0.000000
AXM5192 ,0.000000
AXM5193 ,0.000000
