MetaData/stationIdentification,BiasCoefficientValue/ascentPredictor
00005126,0.016876
00005127,0.026045
00005128,0.022713
00005129,0.031351
00005130,0.118155
00005131,-0.057277
00005134,0.033145
00005136,0.018185
00005137,0.051759
00005138,0.014123
00005139,0.223630
00005154,0.133975
00005159,0.016869
00005162,0.036916
00005178,-0.026647
00005186,-0.187296
00005190,-0.150335
00005191,-0.023407
00HQVXZA,-0.000816
00UKGDBA,0.000000
01CBZMBA,-0.001981
020UFPRA,-0.005732
034BATBA,0.006124
03JTTJRA,-0.000587
03ZYTKZA,0.010916
044YR4BA,0.001948
04DBS1ZA,0.000805
04FYR4RA,-0.001010
04I0ELBA,0.011868
051WIVJA,0.004594
05URYCJA,0.018585
0AJQOMRA,0.000998
0AVUIRRA,0.000000
0BAFVQBA,-0.007508
0BASSNRA,0.001371
0BHKTKBA,0.019821
0CNEIRRA,0.005515
0DBDYXZA,0.000942
0DIBA0BA,0.001290
0DKUIRBA,0.003227
0DUYB3RA,0.013155
0EDUISZA,0.000265
0EPX2MRA,-0.000025
0ETENVJA,0.001359
0EVEIEBA,0.000897
0EWATPRA,-0.000396
0EYUISZA,0.005317
0FKUILJA,-0.000037
0FPSA4RA,0.000589
0FVKJFRA,-0.008373
0FWUNVRA,0.009048
0G3UNVRA,0.007627
0GJUIEBA,0.000083
0GMDP1JA,0.001200
0GTEISZA,-0.007010
0H4ENVBA,0.006010
0HKEILZA,0.005597
0HMINGRA,0.000053
0HMZMSRA,-0.002322
0HNHPAZA,0.000005
0HRGILRA,0.018266
0HWWT5ZA,0.021397
0I1CBZZA,-0.000906
0IKEIRRA,-0.000294
0IKWU1JA,0.008516
0J2IC1RA,-0.000946
0J5EISZA,-0.001109
0J5SPUZA,-0.000111
0JD0JFZA,0.007040
0JPEIRBA,0.009278
0JRJBBBA,0.000176
0JXWU1JA,0.042923
0JYEILZA,0.000160
0KKVVQBA,-0.000010
0KMKJFZA,0.002141
0KPUISZA,0.010933
0LLUNVBA,-0.005150
0LV13QZA,-0.007149
0LYUNVJA,0.008924
0M5HRVZA,0.007753
0MJUNVBA,0.003118
0MSWUWJA,0.014786
0MVKGDBA,-0.001930
0MWXLIZA,-0.000755
0N413JRA,0.002629
0NRTSKZA,-0.002101
0O2FZEJA,-0.003016
0O5DTQZA,0.001772
0OBGUWJA,0.012335
0OEUILJA,-0.000540
0OLINGBA,-0.000761
0PEAPKJA,0.004565
0Q3X2MJA,0.015388
0QBKJFJA,0.004334
0QCHOGBA,0.012293
0QCUNVJA,0.008122
0QEGR2RA,0.010149
0QEUIEBA,0.001134
0QIHQVRA,0.030098
0QJUISZA,-0.002090
0QRKJFRA,0.010468
0QRX1DZA,0.001342
0QSYC1RA,0.000687
0QYBSIBA,-0.000359
0RAYZAZA,0.018206
0RDUILZA,0.000341
0RE0JFRA,-0.008270
0RHUNVRA,0.012159
0RPBPNBA,0.000866
0SKENVRA,0.006685
0SUEIEBA,0.000227
0TPENVBA,0.019010
0TSHLKBA,0.002862
0TT0NRJA,0.004854
0TTEILZA,0.000976
0TVINGRA,-0.005061
0TVZMSRA,0.000276
0U4FYWRA,0.000000
0UZUOGBA,0.026318
0V0EOEZA,0.000000
0V4YGHBA,0.007167
0VF1LNJA,0.000074
0VKEOGBA,0.000610
0VPICMJA,-0.000037
0VVVD5ZA,0.013985
0W2IR4JA,0.000919
0WVXLIJA,-0.006749
0X1IR4RA,0.000936
0X3FD5JA,0.015174
0XEHUNBA,-0.002325
0Y3UILJA,0.000000
0YDWUWJA,0.009569
0YFXRVZA,0.025131
0YHXLIZA,-0.006108
0YLCB3BA,0.000000
0YMICZZA,-0.000003
0YUENVBA,0.009503
0YYWUWJA,0.018575
0ZM0PZBA,0.021394
10BEIRBA,0.000138
10CENVRA,0.000891
10REISZA,0.006081
11HENVBA,0.000147
11WCYGJA,0.002857
12AHLIZA,0.001040
12BEILJA,0.002785
12FENVBA,0.010964
12JWUWJA,0.019458
12KEILJA,0.000454
12PCA4RA,0.001011
12XXRVZA,0.022846
13BGUWRA,0.014940
13GUEUZA,0.020455
13KGUWRA,0.006631
13T2XYRA,0.011235
144KESRA,-0.002630
144KGBZA,-0.005951
14DYNGBA,-0.005128
14HUILJA,0.011861
14ODWFZA,0.002188
14XBA2RA,0.000010
152WUWRA,0.038835
15BXLIZA,-0.002555
1A1V0HBA,-0.005200
1A51EQBA,0.004600
1ADUOGRA,0.012118
1AQICMZA,0.001211
1B4GX4ZA,0.017369
1BBYR4JA,0.003827
1BLSO0ZA,0.003513
1D0IR4JA,0.001081
1DBSSUJA,0.000629
1DFUOEZA,0.014931
1DG1C1JA,0.002276
1DPGE1ZA,0.000061
1DRIR4JA,0.003031
1DYIFEJA,-0.006590
1EBAPOBA,0.000799
1ECEIRRA,0.000587
1FJRSORA,0.004351
1FQSOHRA,0.004706
1FZYW3BA,0.000073
1GNAZDJA,0.000146
1GUUIRRA,0.000754
1GVW2UBA,0.001063
1HFRTXBA,0.000738
1HTUIRBA,0.004832
1ILVD5JA,0.015155
1IXYR4JA,-0.000010
1JJ142JA,0.001315
1JMIR4RA,-0.003279
1KCDAXJA,0.010644
1KORV2ZA,0.004043
1M00IGJA,-0.000841
1MHFVQBA,-0.000006
1MTEIRRA,0.001554
1MTWU1JA,0.004573
1NGCELJA,0.000644
1NISBMJA,-0.005434
1NNIC1RA,0.000992
1NQL01RA,0.002316
1NUFFSBA,-0.013960
1NWUIRBA,-0.002479
1OIEISZA,0.010422
1OVKJFZA,0.000378
1OWKB4JA,0.011986
1PJUNVJA,0.002988
1PRREJZA,0.004272
1PTMMKRA,0.000235
1QJKTKBA,-0.009457
1QSYR4BA,0.001424
1QWVJGRA,0.005253
1RBLTQRA,-0.001428
1RSKZGZA,0.012545
1RYFVQBA,0.002595
1SM1YLZA,0.022135
1TXCBZJA,0.002899
1UUEISZA,0.002117
1VAENVRA,0.006086
1VGEILJA,-0.000049
1W30JFRA,0.002916
1W4EILZA,0.002377
1WAVZRZA,0.000017
1WKKFXJA,0.001126
1WQKJFRA,0.003030
1WRLP3RA,0.019841
1WTENVRA,0.015239
1WUKEVZA,0.018364
1X0HRVZA,0.012010
1X4GUWJA,0.009372
1X5DSQBA,0.000000
1XCUILZA,0.003190
1XJICMZA,0.000142
1XWUNVBA,0.004610
1Y5LZEJA,0.022127
1ZHUIRBA,0.004070
1ZUYC1RA,0.000000
200VYWRA,0.000171
20BFJGZA,-0.005010
20DTTJJA,0.001394
21AYR4RA,0.001064
21EVJGJA,-0.022355
221GU1JA,0.007104
223UIRRA,0.000965
22AH1IRA,0.015659
234EIRBA,0.004165
23FWU1JA,0.015755
23OWU1JA,0.019756
23S0JFZA,0.002481
23XTB0JA,0.000072
24IGU1JA,0.018920
24SMX3BA,0.014071
25M13QZA,0.000547
2A5KJFJA,0.006597
2ACFZTBA,0.011593
2AFIP1BA,-0.002252
2AV1P3JA,0.010174
2AXUNVJA,0.010766
2B4XRXBA,0.018449
2BEYENZA,0.000031
2BGZMSJA,-0.000042
2BMENVRA,0.006834
2BQEIEBA,0.011005
2CEUNVJA,0.010615
2CPH42RA,0.002866
2CQUILZA,0.000059
2DDUNVRA,0.011039
2DEXLKBA,-0.001815
2DZKFXZA,0.018148
2EGXLIZA,-0.006316
2F0AOZJA,0.000550
2FIIR4ZA,-0.000232
2FK2FKRA,0.003466
2FYIR4JA,-0.000319
2G1IR4ZA,-0.001553
2GMICMZA,0.000053
2GPUOGBA,0.019006
2H4YR4JA,-0.000566
2HKBO0RA,-0.003204
2IRINGRA,-0.008954
2IRRA2ZA,0.001061
2IVEILZA,0.010370
2IWFZEZA,0.001118
2JBDA2BA,0.003282
2JOXPAZA,0.000011
2L3LZ2JA,0.024914
2LHYYYRA,0.014822
2LKUOGRA,0.016385
2M3IR4RA,0.002810
2MEFYWJA,0.000000
2NYWIVZA,0.003229
2OGBZHZA,0.002475
2OGIR4JA,0.000494
2PFWCZRA,0.016068
2PRIR4RA,-0.000305
2PVFJGJA,-0.002295
2Q1JJARA,0.015677
2Q5VGABA,0.014824
2Q5YQ2ZA,0.014852
2QOYCMZA,0.000952
2QWIR4ZA,0.000774
2R0IR4ZA,-0.008697
2RJIR4JA,-0.000444
2ROUOGBA,0.015073
2RRIR4ZA,-0.003798
2S1BWBRA,0.000532
2SIEOGBA,0.014680
2SMYGHRA,0.007841
2SQBPIJA,0.000830
2TEFD5ZA,0.013114
2TPYR4JA,0.004430
2TSIR4RA,0.007996
2UMUIRRA,0.000394
2VMXALRA,0.000318
2W2EIRRA,0.015537
2WEMJERA,0.014215
2WRF2OJA,-0.002192
2X1EIRBA,0.018947
2XBTZCZA,-0.000450
2Y5IR4JA,0.001239
2YMYR4RA,-0.001329
2ZUICDJA,0.024110
2ZVFXCZA,-0.000087
302DO3BA,0.015101
30LHZRRA,0.016208
30QGUWJA,0.010049
31GEOGRA,0.022264
31YHLIZA,-0.000018
320VD5JA,0.008796
32MEOEZA,0.009304
32SYO4RA,0.013988
32VYR4RA,0.000059
32YVJGZA,0.003409
333VJGJA,0.012014
33FQOMRA,0.000745
33UBV4BA,-0.003415
33ZYR4RA,-0.000357
34IUOGBA,0.019826
35FVJGRA,-0.001462
35ZTB5BA,0.000619
3BBUIRRA,0.014790
3CBKB4ZA,-0.003560
3CNVVQRA,0.006287
3CZTEPZA,0.000100
3D0EIRRA,0.000535
3D5UNVJA,0.000053
3DDRBZRA,0.002211
3E3UNVJA,0.017971
3EJTB0JA,-0.000082
3EQENVJA,0.013356
3ERG3NZA,0.012715
3EZUIEBA,0.001777
3F0EILZA,0.001774
3F3XLKBA,-0.008092
3F4ENVRA,0.007902
3FBEIEBA,0.006415
3FPBYEZA,0.000435
3FPXRXBA,0.000778
3FVENVRA,0.006266
3GBUILZA,0.000052
3HUXRXBA,0.013725
3JLKJFZA,-0.000472
3JUWU1JA,0.020540
3JYBYTRA,0.000000
3KCGU1JA,0.006721
3KEUIRRA,0.003897
3KHIC1JA,-0.004668
3KPWU1JA,0.007676
3LDUIRBA,0.000581
3M0GUWJA,0.004599
3MAYNGRA,0.002798
3MEUILZA,0.005059
3MZ0GDBA,0.005163
3N5BFFBA,0.007379
3NPGUWJA,0.026327
3O0XLKBA,-0.001920
3OQ2XYJA,0.013310
3OXWUWJA,0.015454
3P5XLIZA,0.001464
3PMEDQRA,0.000023
3PTUOGRA,0.020836
3QBENVJA,0.010229
3QMEIEBA,0.002027
3RDICOBA,0.000008
3REUNVRA,0.007281
3RHBPOZA,0.003398
3RKHLKBA,-0.007483
3RPENVRA,0.012393
3SYUIEBA,0.010235
3T3UILZA,0.009240
3TPGT5ZA,0.024153
3TQEILZA,-0.000314
3TZYNGRA,0.016933
3U5ASWRA,0.000005
3V5VYWJA,0.013519
3VAAYAJA,0.004761
3VGVD5ZA,0.012543
3VIDTJJA,0.000193
3VOHBAZA,0.000279
3VOYFRZA,0.015415
3VQYR4JA,0.004280
3XDIR4RA,0.006217
3XDWX4ZA,0.021029
3XIIR4JA,-0.001100
3XOFD5JA,0.014467
3XUUOEZA,0.016997
3XXBPIJA,0.001233
3Y1YKIBA,0.000061
3YHZXBRA,0.018518
3YLGUWJA,0.007736
3YNHRVZA,0.009906
3ZQHPAZA,-0.000008
3ZSTAXZA,-0.002239
401STNZA,0.006867
40KUISJA,0.004478
40ZEIRBA,-0.000750
411EILJA,0.000154
412UISZA,0.000855
415IC1BA,-0.000734
41GCSIJA,0.001162
41SEWGRA,0.000270
41UKJFJA,0.006615
41XSVTZA,0.002045
42FCELBA,0.001594
42FGUWJA,0.013716
42PINGBA,0.000000
42PZMSBA,-0.000148
42ZEILJA,0.004840
43CWUWRA,0.014622
43OKGBZA,0.000000
43YYNEZA,0.009371
44FENWZA,0.009560
44JWUWRA,0.014190
44ML3RZA,-0.000087
44NXLIJA,0.049112
44OENWZA,0.007286
44W0GBZA,0.005106
45EBA2BA,-0.000173
45OBO3RA,0.000029
45SGUWRA,-0.005706
4ABQVXZA,0.000489
4ATICMZA,0.017482
4B1SV4JA,-0.005559
4BLEOEZA,0.018376
4BPYGHBA,0.009287
4BRMSCJA,0.000063
4BZY4CBA,0.004793
4C1RFGZA,0.002111
4CBSTLZA,0.000011
4CCHLIJA,-0.002139
4CNIR4JA,0.000896
4DKYR4RA,0.002429
4DSYR4JA,0.004488
4EDYR4BA,0.000348
4EHVJGRA,-0.009368
4GPUIRBA,-0.001843
4HLJDNRA,-0.000657
4HSSSNBA,0.001312
4I0IR4RA,0.003457
4IBIR4JA,-0.003271
4ICZTOZA,0.011604
4IJIR4BA,0.005017
4JCVJGJA,0.003224
4JEYR4RA,0.002666
4JGLKIRA,0.011737
4JTDEWZA,0.002837
4JY0YGBA,0.026742
4K4KWHZA,0.012191
4KPYR4BA,-0.000006
4L00ZTZA,0.021018
4N4KJFJA,-0.003308
4NAEIRBA,0.003368
4NJMX4ZA,0.013548
4NK13QZA,0.000340
4PGX1DZA,0.007458
4PJ0JFJA,0.007209
4POGDMJA,0.020217
4QAFJGRA,0.011429
4QKGWTRA,0.022175
4RIFGCJA,0.010227
4ROUIRBA,0.008554
4RYAPWRA,0.001557
4S1FGCJA,0.019298
4SIEIRBA,-0.001020
4TIFVQBA,-0.000285
4TOVGCJA,0.010736
4TQCESJA,0.000765
4TYJBCZA,0.000046
4U1UNVRA,0.010370
4U2ENWZA,0.003077
4UEUISJA,0.001427
4UHFVRBA,0.002750
4UYCTXBA,0.001886
4VIUISJA,0.004034
4W1UISJA,0.001737
4WIUNVRA,-0.002483
4WLKJFBA,0.001692
4WNATPBA,-0.000206
4WUEISJA,0.001411
4WWUILZA,0.000049
4WXTP1RA,-0.000132
4X4TPOBA,0.000826
4X5IF2BA,0.015769
4XAENVBA,0.007446
4XIXLIZA,0.000354
4XNUNVBA,0.006504
4XRCA4BA,0.001412
4XSXRVZA,0.005591
4XW0JFBA,-0.011356
4XWSPNBA,0.001038
4XWWUWJA,0.026581
4XZUILRA,0.000062
4YHSTXRA,-0.000180
4YXYB3BA,0.019848
4YZUISZA,0.019521
4Z0EISJA,0.008355
4ZPKJFJA,0.006450
4ZYTB0RA,0.002870
50BIR4RA,0.002280
50KIR4RA,-0.000512
50OFJGJA,0.003552
50PIFRRA,0.027035
51PIR4BA,0.003528
522CVTZA,0.001373
52BYCKJA,0.014717
52MEISZA,0.009447
53B0IGRA,-0.000194
53LEISJA,-0.008528
53W0JFJA,-0.005342
53YFVRBA,0.000006
53ZUILZA,0.007701
54HIXDJA,0.006684
54IUIRBA,0.001486
54QKJFJA,0.009150
54TUISJA,-0.002405
550IZAZA,-0.013386
553UISJA,-0.003531
554VVRBA,-0.003767
55LAPWBA,0.006099
55NUISZA,0.005928
5ACEILJA,0.000032
5AFEISZA,-0.001080
5ALDF2ZA,0.001340
5B1UILZA,0.007751
5B3MWTJA,0.010394
5BJDERJA,0.008051
5C5EILJA,0.000005
5CCUNVRA,0.019059
5CPEILZA,0.001430
5D2UNVBA,0.015223
5DEWUWJA,-0.000350
5DHUNVBA,0.013500
5DPGUWJA,0.011866
5DQYCMZA,0.000016
5DR0XBJA,0.000873
5DZHLIZA,0.002298
5EVEOGBA,0.016624
5F0QWDBA,0.000000
5FBHPBZA,0.000313
5FBXIRBA,-0.000008
5FFTSKJA,0.000720
5FR2ISJA,0.012914
5H3YFRJA,0.077432
5H4VD5JA,0.012819
5HHDAXJA,0.007632
5HTYR4RA,0.003131
5I4INGBA,0.007927
5IUGUWJA,0.009167
5JTGUWRA,0.011400
5KAEILJA,0.011081
5KYWUWRA,0.012302
5LBERTRA,0.002906
5LNWUWRA,0.026022
5LVHL5JA,0.018300
5MLIR4RA,-0.001218
5MUGX4JA,0.012712
5NLUOEZA,0.014388
5O1VJGJA,0.006187
5OACATJA,0.003019
5OIIR4BA,0.000676
5P4IR4BA,0.002091
5PVI5IBA,-0.001191
5QOWW2ZA,0.026869
5QQTYYRA,0.001157
5QRIESZA,0.020873
5REF0FZA,0.001714
5RZUSHRA,0.000007
5SFYTPBA,0.019185
5SJDSKRA,0.003899
5STICMJA,0.000434
5SYXPBZA,0.000069
5T2CO0JA,0.004183
5TGIR4RA,-0.001054
5TMAOZBA,-0.000019
5TPVD5JA,0.011784
5UNIXOBA,0.018038
5V0FGCJA,0.015571
5VJRYCRA,0.005654
5VRFGCJA,0.013677
5WKVGCJA,0.015245
5WNMMKRA,-0.000685
5XOBSOBA,0.003375
5XTSOHBA,0.002552
5XXVGCJA,0.015968
5Y3RPDZA,0.009129
5YSSATRA,-0.002884
5YSYR4RA,-0.001625
5Z0DB3ZA,0.002646
5ZRCSUBA,0.005729
A0CBTLBA,0.000936
A0CYR4JA,0.000227
A0KYR4BA,-0.000737
A0UULOZA,0.000012
A1HYR4RA,0.000249
A1RVJGJA,-0.005134
A2JLIAZA,0.000000
A2ODSMZA,0.003218
A3ATOZZA,0.000830
A3DUISZA,0.008388
A3QX1IBA,0.009307
A4OYZFBA,0.000030
A5DEIRBA,-0.006556
A5ZDZCJA,0.001913
AAB72   ,0.000000
AAL905  ,0.000000
AAL962  ,0.000000
AAOENVJA,0.004704
AB1WZGJA,0.004992
ABKGUWZA,0.000117
ABNKXDBA,0.019767
ABXEIEBA,0.000049
ABZENVRA,0.011892
ACC0JFJA,0.003771
ACHUIEBA,0.001111
ACJITWJA,0.000934
ACJYC1RA,-0.001309
ACOEISZA,0.001267
ACPUILJA,0.001790
ACRUNVJA,0.003943
ACWH1DZA,0.004991
AD9997  ,0.000000
ADH0JFRA,-0.004455
ADMEILJA,0.000054
ADSENVRA,0.009342
ADUEILZA,0.001093
AEA009  ,0.000000
AEA023  ,0.000000
AEA024  ,0.000000
AEA025  ,0.000000
AEA026  ,0.000000
AEA041  ,0.000000
AEA042  ,0.000000
AEA043  ,0.000000
AEA045  ,0.000000
AEA046  ,0.000000
AEA046A ,0.000000
AEA057  ,0.000000
AEA058  ,0.000000
AEA083  ,0.000000
AEA083A ,0.000000
AEA084  ,0.000000
AEA323  ,0.000000
AEA324  ,0.000000
AEA325  ,0.000000
AEA341  ,0.000000
AEA342  ,0.000000
AF1XR4BA,0.003883
AF406   ,0.000000
AF5IR4JA,0.000369
AFG2U1JA,-0.000350
AFIHLIJA,-0.005219
AFR228  ,0.000000
AFR229  ,0.000000
AFR384V ,0.000000
AFR401  ,0.000000
AFR406  ,0.000000
AFR406A ,0.000000
AFR415  ,0.000000
AFR416  ,0.000000
AFR442  ,0.000000
AFR443  ,0.000000
AFR443A ,0.000000
AFR454  ,0.000000
AFR454A ,0.000000
AFR456  ,0.000000
AFR457  ,0.000000
AFR457A ,0.000000
AFR459  ,0.000000
AFR5300 ,0.000000
AFR5301 ,0.000000
AFR5306 ,0.000000
AFR5307 ,0.000000
AFR6726 ,0.000000
AFR6727 ,0.000000
AFR6900 ,0.000000
AFR6901 ,0.000000
AFR6904 ,0.000000
AFR6906 ,0.000000
AFR6907 ,0.000000
AFR6909 ,0.000000
AFR852  ,0.000000
AFR853  ,0.000000
AFZA03  ,0.022131
AFZA04  ,0.033158
AFZA06  ,0.034094
AFZA07  ,0.021888
AFZA48  ,0.000000
AFZA49  ,-0.017356
AFZA57  ,0.000000
AFZA58  ,0.032098
AFZA59  ,0.045016
AFZA70  ,-0.021923
AFZA78  ,0.006870
AFZA79  ,-0.015452
AFZA89  ,0.000000
AGJXPDBA,0.000037
AGWCPKBA,-0.000102
AHO9737 ,0.000000
AI2UNVBA,0.011097
AIIJMSRA,-0.000151
AIIUILZA,0.007363
AIJHLKBA,0.009008
AIWYNGRA,-0.016889
AIXGUWZA,0.019389
AJAEILJA,-0.000225
AJYTPORA,0.001460
AK1WUWJA,0.015663
AKGTYERA,0.002572
AKSHLIZA,-0.010027
AKUGUWJA,-0.002445
AKVL3TBA,-0.000797
AKXENVBA,0.006708
ALUKGBZA,0.005138
ALXYPZJA,0.006791
AMFYGHBA,0.006540
AMX015  ,0.000000
AMXSPKBA,0.001717
AMYYR4JA,-0.000093
ANPSV4JA,0.003825
ANQIR4RA,0.005611
ANZ1002 ,0.000000
ANZ1003 ,0.000000
ANZ1005 ,0.000000
ANZ1007 ,0.000000
AOJ78M  ,0.000000
AOJ96M  ,0.000000
AOTIR4JA,0.000097
APHQOZBA,-0.000916
APJBEVRA,0.001192
APQXPBZA,-0.000026
AQ5WUWRA,0.029663
AQGHLIZA,-0.006233
ARFHR4BA,0.014013
ARG1040 ,0.000000
ARG1050 ,0.000000
ARG1051 ,0.000000
ARG1060 ,0.000000
ARG1061 ,0.000000
ARG1062 ,0.000000
ARG1063 ,0.000000
ARG1064 ,0.000000
ARG1065 ,0.000000
ARG1066 ,0.000000
ARG1067 ,0.000000
ARG1068 ,0.000000
ARG1069 ,0.000000
ARG1070 ,0.000000
ARG1071 ,0.000000
ARG1072 ,0.000000
ARG1073 ,0.000000
ARG1074 ,0.000000
ARG1075 ,0.000000
ARG1076 ,0.000000
ARG1077 ,0.000000
ARG1078 ,0.000000
ARG1079 ,0.000000
ARG1080 ,0.000000
ARG1081 ,0.000000
ARG1082 ,0.000000
ARG1084 ,0.000000
ARG1086 ,0.000000
ARG1087 ,0.000000
ARG1088 ,0.000000
ARG1089 ,0.000000
ARG1090 ,0.000000
ARG1091 ,0.000000
ARG1092 ,0.000000
ARG1093 ,0.000000
ARG1132 ,0.000000
ARG1133 ,0.000000
ARG1920 ,0.000000
ARG1921 ,0.000000
ARG1922 ,0.000000
ARG1923 ,0.000000
ARG1940 ,0.000000
ARG1970 ,0.000000
ARG1971 ,0.000000
ARG1972 ,0.000000
ARG1973 ,0.000000
ARG1975 ,0.000000
AROYR4JA,0.000865
ARRHLIJA,-0.006297
AS0LZ2RA,0.019152
ASEYTWBA,0.000075
ASIYCMZA,-0.005556
AT0IGHBA,0.008915
ATG8810 ,0.000000
ATG8811 ,0.000000
ATG9903 ,0.000000
ATG9904 ,0.000000
ATRFD5ZA,0.011952
AU0113  ,0.016970
AU0114  ,0.018707
AU0115  ,0.024320
AU0116  ,0.011682
AU0117  ,0.000000
AU0118  ,0.009125
AU0119  ,0.020171
AU0124  ,0.012014
AU0125  ,0.018580
AU0126  ,0.011181
AU0127  ,0.021081
AU0128  ,0.019838
AU0129  ,0.019316
AU0130  ,0.015983
AU0131  ,0.007160
AU0132  ,0.018385
AU0134  ,0.016386
AU0135  ,0.006859
AU0136  ,0.018345
AU0137  ,0.006206
AU0140  ,0.018720
AU0142  ,0.018625
AU0144  ,0.007015
AU0145  ,0.020000
AU0148  ,0.011714
AU0150  ,0.018101
AU0151  ,0.015302
AU0152  ,0.022289
AU0153  ,0.021595
AU0154  ,0.012379
AU0156  ,0.022983
AU0157  ,0.011732
AU0158  ,0.017988
AU0159  ,0.019689
AU0160  ,0.021316
AU0161  ,0.000000
AU0162  ,0.015648
AU0163  ,0.014920
AU0164  ,0.008706
AU0165  ,0.018549
AU0166  ,0.011173
AU0167  ,0.023974
AU0168  ,0.022054
AU0170  ,0.010075
AU0171  ,0.019884
AU0174  ,0.026157
AU0175  ,0.011461
AU0176  ,0.018959
AU0178  ,0.027969
AU0180  ,0.007580
AU0181  ,0.010084
AU0182  ,0.018113
AU0183  ,0.009452
AU0184  ,0.029428
AU0185  ,0.014786
AU0186  ,0.016730
AU0187  ,0.016225
AU0300  ,0.018679
AU0301  ,0.036198
AU0302  ,0.009181
AU0303  ,0.019480
AU0304  ,0.010125
AU0305  ,0.018689
AU0306  ,0.021017
AU0320  ,0.022573
AU0321  ,0.076407
AU0322  ,0.021363
AU0325  ,0.020185
AU0326  ,0.026148
AU0327  ,0.003105
AU0328  ,0.020846
AU0329  ,0.027538
AU0330  ,0.012615
AU0331  ,0.025094
AU0332  ,0.028655
AU0333  ,0.020481
AU0334  ,0.022324
AU0337  ,0.015419
AU0350  ,0.023114
AU0500  ,0.006852
AU2UOHBA,0.019695
AUCVJGRA,0.000740
AUKQTWZA,-0.053986
AV5GTURA,0.012582
AVA018  ,0.000000
AVJQJLBA,0.000000
AWC243  ,0.000000
AWC271  ,0.000000
AWC272  ,0.000000
AWC302  ,0.000000
AWC581  ,0.000000
AWC582  ,0.000000
AWC652  ,0.000000
AWC653  ,0.000000
AWC727W ,0.000000
AWC912  ,0.000000
AWCHPBJA,-0.000004
AWCVVPBA,0.000097
AWJBFARA,0.001699
AWSFJGRA,0.060824
AWUIR4BA,0.001377
AXM119  ,0.000000
AXM5104 ,0.000000
AXM5105 ,0.000000
AXM5106 ,0.000000
AXM5107 ,0.000000
AXM5108 ,0.000000
AXM5109 ,0.000000
AXM5110 ,0.000000
AXM5112 ,0.000000
AXM5113 ,0.000000
AXM5114 ,0.000000
AXM5115 ,0.000000
AXM5116 ,0.000000
AXM5117 ,0.000000
AXM5118 ,0.000000
AXM5119 ,0.000000
AXM5130 ,0.000000
AXM5131 ,0.000000
AXM5133 ,0.000000
AXM5134 ,0.000000
AXM5135 ,0.000000
AXM5136 ,0.000000
AXM5137 ,0.000000
AXM5138 ,0.000000
AXM5139 ,0.000000
AXM5140 ,0.000000
AXM5141 ,0.000000
AXM5142 ,0.000000
AXM5143 ,0.000000
AXM5144 ,0.000000
AXM5172 ,0.000000
AXM5173 ,0.000000
AXM5174 ,0.000000
AXM5175 ,0.000000
AXM5188 ,0.000000
AXM5189 ,0.000000
