MetaData/stationIdentification,BiasCoefficientValue/ascentSquaredPredictor
00005117,0.000257
00005119,-0.000087
00005120,-0.001688
00005122,-0.010759
00005123,-0.002288
00005126,-0.000407
00005127,-0.000724
00005128,-0.000312
00005129,-0.001870
00005130,-0.005486
00005131,-0.002060
00005134,-0.001970
00005136,-0.000613
00005137,-0.001615
00005138,-0.000858
00005139,-0.008071
00005154,-0.006325
00005159,-0.000845
00005162,0.000835
00005178,-0.117107
00005186,-0.021901
00005190,-0.036103
00005191,-0.003618
00HQVXZA,0.000248
00UKGDBA,0.000000
01CBZMBA,0.005106
020UFPRA,0.000373
034BATBA,0.000270
03JTTJRA,0.000402
03ZYTKZA,-0.001301
044YR4BA,-0.000360
04DBS1ZA,0.000259
04FYR4RA,0.001235
04I0ELBA,0.000803
051WIVJA,-0.000342
05URYCJA,-0.003118
0AJQOMRA,0.001241
0AVUIRRA,0.000000
0BAFVQBA,0.006997
0BASSNRA,0.000036
0BHKTKBA,0.001206
0CNEIRRA,-0.000701
0DBDYXZA,0.000061
0DIBA0BA,-0.000604
0DKUIRBA,-0.004974
0DUYB3RA,0.000654
0EDUISZA,0.000338
0EPX2MRA,-0.000008
0ETENVJA,-0.001138
0EVEIEBA,0.000036
0EWATPRA,-0.000009
0EYUISZA,-0.000357
0FKUILJA,-0.000004
0FPSA4RA,0.000040
0FVKJFRA,0.002234
0FWUNVRA,-0.000907
0G3UNVRA,-0.001171
0GJUIEBA,-0.000008
0GMDP1JA,-0.000135
0GTEISZA,0.000631
0H4ENVBA,-0.000905
0HKEILZA,-0.001094
0HMINGRA,0.001556
0HMZMSRA,0.000315
0HNHPAZA,0.000001
0HRGILRA,0.002063
0HWWT5ZA,0.002691
0I1CBZZA,-0.000820
0IKEIRRA,-0.000004
0IKWU1JA,0.003318
0J2IC1RA,0.000026
0J5EISZA,-0.000259
0J5SPUZA,0.001836
0JD0JFZA,-0.000225
0JPEIRBA,-0.000634
0JRJBBBA,-0.000019
0JXWU1JA,-0.003880
0JYEILZA,-0.000025
0KKVVQBA,0.000007
0KMKJFZA,0.000050
0KPUISZA,-0.004615
0LLUNVBA,0.000023
0LV13QZA,0.002297
0LYUNVJA,-0.001769
0M5HRVZA,-0.000011
0MJUNVBA,-0.000348
0MSWUWJA,-0.000430
0MVKGDBA,0.000550
0MWXLIZA,0.000631
0N413JRA,0.000027
0NRTSKZA,0.000232
0O2FZEJA,-0.000121
0O5DTQZA,0.000628
0OBGUWJA,-0.001408
0OEUILJA,0.000028
0OLINGBA,-0.000608
0PEAPKJA,0.000794
0Q3X2MJA,0.000432
0QBKJFJA,0.000580
0QCHOGBA,-0.002118
0QCUNVJA,-0.001872
0QEGR2RA,-0.000582
0QEUIEBA,0.000101
0QIHQVRA,-0.000419
0QJUISZA,0.000094
0QRKJFRA,0.000106
0QRX1DZA,-0.000302
0QSYC1RA,-0.000047
0QYBSIBA,0.001128
0RAYZAZA,0.000854
0RDUILZA,0.000049
0RE0JFRA,0.001940
0RHUNVRA,-0.003056
0RPBPNBA,0.000245
0SKENVRA,-0.000970
0SUEIEBA,-0.000002
0TPENVBA,-0.001270
0TSHLKBA,-0.005279
0TT0NRJA,-0.001315
0TTEILZA,-0.000399
0TVINGRA,0.001294
0TVZMSRA,0.000088
0U4FYWRA,0.000000
0UZUOGBA,-0.003977
0V0EOEZA,0.000000
0V4YGHBA,0.000941
0VF1LNJA,0.000067
0VKEOGBA,-0.000187
0VPICMJA,-0.000001
0VVVD5ZA,-0.002261
0W2IR4JA,0.000052
0WVXLIJA,0.000840
0X1IR4RA,0.000109
0X3FD5JA,0.000183
0XEHUNBA,-0.001025
0Y3UILJA,0.000000
0YDWUWJA,-0.001234
0YFXRVZA,-0.001527
0YHXLIZA,0.004440
0YLCB3BA,0.000000
0YMICZZA,0.000002
0YUENVBA,-0.001424
0YYWUWJA,-0.000845
0ZM0PZBA,-0.001365
10BEIRBA,-0.000012
10CENVRA,-0.000381
10REISZA,-0.004272
11HENVBA,-0.000008
11WCYGJA,0.004193
12AHLIZA,0.000139
12BEILJA,0.001325
12FENVBA,-0.002476
12JWUWJA,-0.001721
12KEILJA,-0.000119
12PCA4RA,0.000470
12XXRVZA,-0.001038
13BGUWRA,-0.000635
13GUEUZA,0.002160
13KGUWRA,-0.001432
13T2XYRA,0.001101
144KESRA,0.000473
144KGBZA,0.001610
14DYNGBA,0.001088
14HUILJA,-0.000257
14ODWFZA,0.000966
14XBA2RA,0.000432
152WUWRA,-0.002698
15BXLIZA,0.000557
1A1V0HBA,0.000320
1A51EQBA,-0.000426
1ADUOGRA,0.000667
1AQICMZA,0.000051
1B4GX4ZA,0.002050
1BBYR4JA,-0.000428
1BLSO0ZA,0.001346
1D0IR4JA,0.000717
1DBSSUJA,0.000284
1DFUOEZA,0.000526
1DG1C1JA,0.000193
1DPGE1ZA,-0.000014
1DRIR4JA,0.000633
1DYIFEJA,0.001051
1EBAPOBA,0.001363
1ECEIRRA,-0.000266
1FJRSORA,0.001484
1FQSOHRA,0.000792
1FZYW3BA,0.000022
1GNAZDJA,0.000303
1GUUIRRA,-0.000078
1GVW2UBA,-0.000006
1HFRTXBA,0.000891
1HTUIRBA,-0.004501
1ILVD5JA,0.000380
1IXYR4JA,0.000312
1JJ142JA,0.000233
1JMIR4RA,-0.002247
1KCDAXJA,0.006067
1KORV2ZA,0.000872
1M00IGJA,-0.000001
1MHFVQBA,0.000005
1MTEIRRA,-0.000009
1MTWU1JA,0.000292
1NGCELJA,0.000691
1NISBMJA,-0.002726
1NNIC1RA,0.000001
1NQL01RA,0.007497
1NUFFSBA,0.001287
1NWUIRBA,0.000387
1OIEISZA,-0.004398
1OVKJFZA,0.000046
1OWKB4JA,0.000921
1PJUNVJA,-0.001149
1PRREJZA,0.008254
1PTMMKRA,-0.000399
1QJKTKBA,0.000999
1QSYR4BA,0.000813
1QWVJGRA,-0.003438
1RBLTQRA,0.000112
1RSKZGZA,0.001083
1RYFVQBA,0.000672
1SM1YLZA,0.001399
1TXCBZJA,0.000424
1UUEISZA,-0.000087
1VAENVRA,-0.000479
1VGEILJA,-0.000001
1W30JFRA,0.000163
1W4EILZA,-0.000191
1WAVZRZA,0.001128
1WKKFXJA,-0.000224
1WQKJFRA,0.001354
1WRLP3RA,0.001016
1WTENVRA,-0.001509
1WUKEVZA,-0.000201
1X0HRVZA,-0.000335
1X4GUWJA,-0.001056
1X5DSQBA,0.000000
1XCUILZA,-0.000701
1XJICMZA,-0.000033
1XWUNVBA,-0.000628
1Y5LZEJA,0.001814
1ZHUIRBA,-0.000380
1ZUYC1RA,0.000000
200VYWRA,-0.000013
20BFJGZA,0.011143
20DTTJJA,0.000196
21AYR4RA,0.000388
21EVJGJA,0.002476
221GU1JA,-0.000015
223UIRRA,-0.000008
22AH1IRA,-0.002614
234EIRBA,-0.000540
23FWU1JA,-0.002357
23OWU1JA,-0.001027
23S0JFZA,0.000208
23XTB0JA,-0.000008
24IGU1JA,-0.000997
24SMX3BA,0.001253
25M13QZA,-0.000080
2A5KJFJA,0.000054
2ACFZTBA,0.001030
2AFIP1BA,0.000205
2AV1P3JA,0.001261
2AXUNVJA,-0.002131
2B4XRXBA,-0.001354
2BEYENZA,-0.000011
2BGZMSJA,-0.000700
2BMENVRA,-0.000854
2BQEIEBA,-0.001840
2CEUNVJA,-0.001902
2CPH42RA,-0.002173
2CQUILZA,-0.000003
2DDUNVRA,-0.001716
2DEXLKBA,0.008019
2DZKFXZA,0.000931
2EGXLIZA,0.000839
2F0AOZJA,0.000229
2FIIR4ZA,0.005083
2FK2FKRA,-0.000756
2FYIR4JA,0.000012
2G1IR4ZA,0.000365
2GMICMZA,-0.000043
2GPUOGBA,0.000660
2H4YR4JA,-0.000057
2HKBO0RA,0.011373
2IRINGRA,0.000213
2IRRA2ZA,0.000156
2IVEILZA,-0.000639
2IWFZEZA,0.009394
2JBDA2BA,0.000175
2JOXPAZA,0.000001
2L3LZ2JA,0.001241
2LHYYYRA,0.001397
2LKUOGRA,0.000750
2M3IR4RA,-0.000646
2MEFYWJA,0.000000
2NYWIVZA,-0.000231
2OGBZHZA,-0.000341
2OGIR4JA,0.002767
2PFWCZRA,0.000864
2PRIR4RA,0.001731
2PVFJGJA,0.002428
2Q1JJARA,-0.002472
2Q5VGABA,0.000675
2Q5YQ2ZA,0.000995
2QOYCMZA,0.000065
2QWIR4ZA,0.000415
2R0IR4ZA,0.003401
2RJIR4JA,0.001562
2ROUOGBA,-0.001142
2RRIR4ZA,0.001505
2S1BWBRA,0.000293
2SIEOGBA,0.000386
2SMYGHRA,-0.000147
2SQBPIJA,0.000365
2TEFD5ZA,0.000705
2TPYR4JA,0.000710
2TSIR4RA,0.000042
2UMUIRRA,-0.000027
2VMXALRA,0.000068
2W2EIRRA,-0.003194
2WEMJERA,0.001014
2WRF2OJA,0.001143
2X1EIRBA,-0.005355
2XBTZCZA,0.001330
2Y5IR4JA,0.002446
2YMYR4RA,-0.000717
2ZUICDJA,0.000335
2ZVFXCZA,-0.000010
302DO3BA,0.000472
30LHZRRA,0.001168
30QGUWJA,-0.000292
31GEOGRA,-0.000561
31YHLIZA,0.000204
320VD5JA,0.000322
32MEOEZA,0.000864
32SYO4RA,0.000629
32VYR4RA,0.000200
32YVJGZA,0.001465
333VJGJA,0.006648
33FQOMRA,0.000099
33UBV4BA,0.002272
33ZYR4RA,0.004270
34IUOGBA,-0.001136
35FVJGRA,0.004779
35ZTB5BA,-0.000415
3BBUIRRA,-0.002470
3CBKB4ZA,0.000446
3CNVVQRA,-0.002886
3CZTEPZA,0.000116
3D0EIRRA,-0.000025
3D5UNVJA,-0.000003
3DDRBZRA,0.005720
3E3UNVJA,-0.001651
3EJTB0JA,0.000328
3EQENVJA,-0.003204
3ERG3NZA,0.000486
3EZUIEBA,-0.000551
3F0EILZA,0.000113
3F3XLKBA,0.001962
3F4ENVRA,-0.001588
3FBEIEBA,-0.000630
3FPBYEZA,-0.000518
3FPXRXBA,0.000589
3FVENVRA,-0.001124
3GBUILZA,-0.000008
3HUXRXBA,-0.000153
3JLKJFZA,0.000603
3JUWU1JA,-0.002651
3JYBYTRA,0.000000
3KCGU1JA,-0.000511
3KEUIRRA,-0.000113
3KHIC1JA,0.000435
3KPWU1JA,-0.000618
3LDUIRBA,-0.000719
3M0GUWJA,0.000157
3MAYNGRA,0.001621
3MEUILZA,-0.000605
3MZ0GDBA,0.000405
3N5BFFBA,-0.008754
3NPGUWJA,-0.002146
3O0XLKBA,0.000450
3OQ2XYJA,0.000967
3OXWUWJA,-0.001832
3P5XLIZA,0.003050
3PMEDQRA,-0.000007
3PTUOGRA,0.000469
3QBENVJA,-0.002762
3QMEIEBA,0.000388
3RDICOBA,-0.000011
3REUNVRA,-0.001612
3RHBPOZA,0.001546
3RKHLKBA,0.002209
3RPENVRA,-0.001430
3SYUIEBA,-0.001498
3T3UILZA,-0.001126
3TPGT5ZA,0.001821
3TQEILZA,-0.000004
3TZYNGRA,-0.001638
3U5ASWRA,-0.000174
3V5VYWJA,0.000860
3VAAYAJA,0.001337
3VGVD5ZA,0.000602
3VIDTJJA,0.000011
3VOHBAZA,0.000126
3VOYFRZA,0.001290
3VQYR4JA,0.009213
3XDIR4RA,0.000661
3XDWX4ZA,0.001681
3XIIR4JA,0.000500
3XOFD5JA,0.000108
3XUUOEZA,0.000663
3XXBPIJA,0.002609
3Y1YKIBA,-0.000004
3YHZXBRA,0.001460
3YLGUWJA,-0.001397
3YNHRVZA,-0.000505
3ZQHPAZA,0.000011
3ZSTAXZA,-0.000057
401STNZA,0.000346
40KUISJA,-0.004585
40ZEIRBA,0.000621
411EILJA,0.000004
412UISZA,-0.000092
415IC1BA,0.000069
41GCSIJA,0.001229
41SEWGRA,-0.000019
41UKJFJA,-0.000283
41XSVTZA,0.000141
42FCELBA,-0.000425
42FGUWJA,-0.000763
42PINGBA,0.000000
42PZMSBA,0.000079
42ZEILJA,-0.000743
43CWUWRA,-0.003115
43OKGBZA,0.000000
43YYNEZA,-0.000924
44FENWZA,-0.002066
44JWUWRA,-0.001325
44ML3RZA,0.000005
44NXLIJA,-0.032807
44OENWZA,-0.000214
44W0GBZA,-0.000213
45EBA2BA,0.001469
45OBO3RA,0.000942
45SGUWRA,0.002502
4ABQVXZA,-0.000045
4ATICMZA,-0.002243
4B1SV4JA,-0.003623
4BLEOEZA,0.001078
4BPYGHBA,-0.000580
4BRMSCJA,0.000014
4BZY4CBA,-0.000013
4C1RFGZA,0.006475
4CBSTLZA,0.000169
4CCHLIJA,0.001831
4CNIR4JA,0.000077
4DKYR4RA,0.006294
4DSYR4JA,0.001885
4EDYR4BA,0.004063
4EHVJGRA,0.001703
4GPUIRBA,0.000202
4HLJDNRA,-0.004681
4HSSSNBA,0.000221
4I0IR4RA,0.000051
4IBIR4JA,0.001897
4ICZTOZA,0.000226
4IJIR4BA,0.001503
4JCVJGJA,0.004116
4JEYR4RA,-0.000371
4JGLKIRA,-0.001072
4JTDEWZA,0.000308
4JY0YGBA,-0.001219
4K4KWHZA,0.000517
4KPYR4BA,0.000294
4L00ZTZA,-0.002514
4N4KJFJA,0.000663
4NAEIRBA,-0.000213
4NJMX4ZA,0.000755
4NK13QZA,-0.000063
4PGX1DZA,-0.002520
4PJ0JFJA,0.000336
4POGDMJA,0.001928
4QAFJGRA,0.009321
4QKGWTRA,0.001638
4RIFGCJA,0.000274
4ROUIRBA,-0.004539
4RYAPWRA,-0.004762
4S1FGCJA,0.000153
4SIEIRBA,0.000102
4TIFVQBA,0.000434
4TOVGCJA,-0.000003
4TQCESJA,0.000035
4TYJBCZA,-0.000006
4U1UNVRA,-0.001208
4U2ENWZA,-0.000712
4UEUISJA,0.000297
4UHFVRBA,0.000511
4UYCTXBA,0.000463
4VIUISJA,-0.000660
4W1UISJA,-0.000160
4WIUNVRA,-0.000758
4WLKJFBA,0.000569
4WNATPBA,-0.000007
4WUEISJA,0.000037
4WWUILZA,0.000076
4WXTP1RA,0.000195
4X4TPOBA,-0.000013
4X5IF2BA,0.001069
4XAENVBA,-0.000984
4XIXLIZA,-0.000770
4XNUNVBA,-0.001793
4XRCA4BA,0.000346
4XSXRVZA,-0.000060
4XW0JFBA,0.001243
4XWSPNBA,0.000424
4XWWUWJA,-0.002732
4XZUILRA,-0.000002
4YHSTXRA,0.004245
4YXYB3BA,0.001470
4YZUISZA,-0.002575
4Z0EISJA,-0.003459
4ZPKJFJA,0.000411
4ZYTB0RA,0.000109
50BIR4RA,0.000025
50KIR4RA,0.001044
50OFJGJA,0.003239
50PIFRRA,-0.004894
51PIR4BA,0.000089
522CVTZA,-0.000032
52BYCKJA,0.000765
52MEISZA,-0.000684
53B0IGRA,-0.000017
53LEISJA,0.004539
53W0JFJA,0.001572
53YFVRBA,-0.000006
53ZUILZA,0.002266
54HIXDJA,-0.001138
54IUIRBA,-0.000309
54QKJFJA,-0.001134
54TUISJA,0.004436
550IZAZA,0.001135
553UISJA,0.001470
554VVRBA,0.001725
55LAPWBA,-0.000093
55NUISZA,-0.000659
5ACEILJA,-0.000012
5AFEISZA,0.000066
5ALDF2ZA,0.000132
5B1UILZA,-0.000249
5B3MWTJA,0.000897
5BJDERJA,0.000364
5C5EILJA,0.000000
5CCUNVRA,-0.001827
5CPEILZA,0.000029
5D2UNVBA,-0.001859
5DEWUWJA,0.000102
5DHUNVBA,-0.001465
5DPGUWJA,-0.001115
5DQYCMZA,-0.000016
5DR0XBJA,-0.000135
5DZHLIZA,-0.001513
5EVEOGBA,0.000594
5F0QWDBA,0.000000
5FBHPBZA,0.000010
5FBXIRBA,0.000001
5FFTSKJA,0.000520
5FR2ISJA,0.000757
5H3YFRJA,-0.002506
5H4VD5JA,-0.000283
5HHDAXJA,0.000915
5HTYR4RA,0.004317
5I4INGBA,0.000417
5IUGUWJA,-0.000770
5JTGUWRA,-0.001209
5KAEILJA,-0.000537
5KYWUWRA,-0.000536
5LBERTRA,-0.001535
5LNWUWRA,-0.002395
5LVHL5JA,0.000061
5MLIR4RA,0.005443
5MUGX4JA,0.000844
5NLUOEZA,0.000694
5O1VJGJA,0.004082
5OACATJA,0.003834
5OIIR4BA,-0.000077
5P4IR4BA,0.000201
5PVI5IBA,0.001510
5QOWW2ZA,0.000797
5QQTYYRA,0.000126
5QRIESZA,-0.000345
5REF0FZA,-0.000391
5RZUSHRA,-0.000027
5SFYTPBA,0.000999
5SJDSKRA,0.005418
5STICMJA,0.000111
5SYXPBZA,0.000182
5T2CO0JA,-0.004819
5TGIR4RA,0.000973
5TMAOZBA,0.000122
5TPVD5JA,0.000646
5UNIXOBA,0.000102
5V0FGCJA,0.000547
5VJRYCRA,0.015127
5VRFGCJA,0.000736
5WKVGCJA,0.000645
5WNMMKRA,0.000227
5XOBSOBA,0.001882
5XTSOHBA,0.000137
5XXVGCJA,0.000256
5Y3RPDZA,0.003857
5YSSATRA,0.002458
5YSYR4RA,-0.000157
5Z0DB3ZA,0.006392
5ZRCSUBA,0.001674
A0CBTLBA,-0.000073
A0CYR4JA,0.001534
A0KYR4BA,0.007017
A0UULOZA,-0.000007
A1HYR4RA,0.012929
A1RVJGJA,0.004403
A2JLIAZA,0.000000
A2ODSMZA,0.002374
A3ATOZZA,0.001359
A3DUISZA,-0.004817
A3QX1IBA,-0.005923
A4OYZFBA,-0.000014
A5DEIRBA,0.000676
A5ZDZCJA,0.000973
AAB72   ,0.000000
AAL905  ,0.000000
AAL962  ,0.000000
AAOENVJA,-0.001266
AB1WZGJA,-0.000703
ABKGUWZA,0.000606
ABNKXDBA,-0.004566
ABXEIEBA,0.000012
ABZENVRA,-0.001644
ACC0JFJA,-0.000197
ACHUIEBA,0.000066
ACJITWJA,-0.000213
ACJYC1RA,0.000066
ACOEISZA,-0.000082
ACPUILJA,-0.000184
ACRUNVJA,-0.001567
ACWH1DZA,-0.001525
AD9997  ,0.000000
ADH0JFRA,0.001011
ADMEILJA,-0.000010
ADSENVRA,-0.000691
ADUEILZA,0.000103
AEA009  ,0.000000
AEA023  ,0.000000
AEA024  ,0.000000
AEA025  ,0.000000
AEA026  ,0.000000
AEA041  ,0.000000
AEA042  ,0.000000
AEA043  ,0.000000
AEA045  ,0.000000
AEA046  ,0.000000
AEA046A ,0.000000
AEA057  ,0.000000
AEA058  ,0.000000
AEA083  ,0.000000
AEA083A ,0.000000
AEA084  ,0.000000
AEA323  ,0.000000
AEA324  ,0.000000
AEA325  ,0.000000
AEA341  ,0.000000
AEA342  ,0.000000
AF1XR4BA,0.000429
AF406   ,0.000000
AF5IR4JA,0.000371
AFG2U1JA,-0.000151
AFIHLIJA,0.001414
AFR228  ,0.000000
AFR229  ,0.000000
AFR384V ,0.000000
AFR401  ,0.000000
AFR406  ,0.000000
AFR406A ,0.000000
AFR415  ,0.000000
AFR416  ,0.000000
AFR442  ,0.000000
AFR443  ,0.000000
AFR443A ,0.000000
AFR454  ,0.000000
AFR454A ,0.000000
AFR456  ,0.000000
AFR457  ,0.000000
AFR457A ,0.000000
AFR459  ,0.000000
AFR5300 ,0.000000
AFR5301 ,0.000000
AFR5306 ,0.000000
AFR5307 ,0.000000
AFR6726 ,0.000000
AFR6727 ,0.000000
AFR6900 ,0.000000
AFR6901 ,0.000000
AFR6904 ,0.000000
AFR6906 ,0.000000
AFR6907 ,0.000000
AFR6909 ,0.000000
AFR852  ,0.000000
AFR853  ,0.000000
AFZA03  ,-0.000851
AFZA04  ,-0.003345
AFZA06  ,0.001692
AFZA07  ,0.000007
AFZA48  ,0.000000
AFZA49  ,-0.002195
AFZA57  ,0.000000
AFZA58  ,0.001573
AFZA59  ,0.000217
AFZA70  ,-0.000240
AFZA78  ,0.002127
AFZA79  ,0.000550
AFZA89  ,0.000000
AGJXPDBA,0.000008
AGWCPKBA,-0.000076
AHO9737 ,0.000000
AI2UNVBA,-0.001082
AIIJMSRA,0.000048
AIIUILZA,-0.000129
AIJHLKBA,-0.007652
AIWYNGRA,0.001394
AIXGUWZA,-0.000714
AJAEILJA,0.000075
AJYTPORA,0.000183
AK1WUWJA,-0.000913
AKGTYERA,-0.006766
AKSHLIZA,-0.001081
AKUGUWJA,0.000792
AKVL3TBA,0.000562
AKXENVBA,-0.001636
ALUKGBZA,0.000788
ALXYPZJA,0.000062
AMFYGHBA,-0.000326
AMX015  ,0.000000
AMXSPKBA,0.000335
AMYYR4JA,0.005913
ANPSV4JA,0.004091
ANQIR4RA,-0.000002
ANZ1002 ,0.000000
ANZ1003 ,0.000000
ANZ1005 ,0.000000
ANZ1007 ,0.000000
AOJ78M  ,0.000000
AOJ96M  ,0.000000
AOTIR4JA,0.000447
APHQOZBA,0.000729
APJBEVRA,0.000388
APQXPBZA,0.000023
AQ5WUWRA,-0.002622
AQGHLIZA,0.003146
ARFHR4BA,-0.001026
ARG1040 ,0.000000
ARG1050 ,0.000000
ARG1051 ,0.000000
ARG1060 ,0.000000
ARG1061 ,0.000000
ARG1062 ,0.000000
ARG1063 ,0.000000
ARG1064 ,0.000000
ARG1065 ,0.000000
ARG1066 ,0.000000
ARG1067 ,0.000000
ARG1068 ,0.000000
ARG1069 ,0.000000
ARG1070 ,0.000000
ARG1071 ,0.000000
ARG1072 ,0.000000
ARG1073 ,0.000000
ARG1074 ,0.000000
ARG1075 ,0.000000
ARG1076 ,0.000000
ARG1077 ,0.000000
ARG1078 ,0.000000
ARG1079 ,0.000000
ARG1080 ,0.000000
ARG1081 ,0.000000
ARG1082 ,0.000000
ARG1084 ,0.000000
ARG1086 ,0.000000
ARG1087 ,0.000000
ARG1088 ,0.000000
ARG1089 ,0.000000
ARG1090 ,0.000000
ARG1091 ,0.000000
ARG1092 ,0.000000
ARG1093 ,0.000000
ARG1132 ,0.000000
ARG1133 ,0.000000
ARG1920 ,0.000000
ARG1921 ,0.000000
ARG1922 ,0.000000
ARG1923 ,0.000000
ARG1940 ,0.000000
ARG1970 ,0.000000
ARG1971 ,0.000000
ARG1972 ,0.000000
ARG1973 ,0.000000
ARG1975 ,0.000000
AROYR4JA,0.000574
ARRHLIJA,0.000737
AS0LZ2RA,0.003199
ASEYTWBA,-0.000006
ASIYCMZA,0.001948
AT0IGHBA,-0.000145
ATG8810 ,0.000000
ATG8811 ,0.000000
ATG9903 ,0.000000
ATG9904 ,0.000000
ATRFD5ZA,0.000418
AU0113  ,-0.002431
AU0114  ,-0.005034
AU0115  ,-0.006283
AU0116  ,-0.001341
AU0117  ,0.000000
AU0118  ,0.000158
AU0119  ,-0.004314
AU0124  ,-0.000784
AU0125  ,-0.004208
AU0126  ,-0.000815
AU0127  ,-0.003917
AU0128  ,-0.004012
AU0129  ,-0.003410
AU0130  ,-0.004090
AU0131  ,-0.001019
AU0132  ,-0.006343
AU0134  ,-0.004088
AU0135  ,-0.000994
AU0136  ,-0.001897
AU0137  ,0.000088
AU0140  ,-0.003816
AU0142  ,-0.004728
AU0144  ,0.000408
AU0145  ,-0.002672
AU0148  ,-0.001405
AU0150  ,-0.002858
AU0151  ,-0.002334
AU0152  ,-0.004638
AU0153  ,-0.003818
AU0154  ,-0.001110
AU0156  ,-0.004196
AU0157  ,-0.000215
AU0158  ,-0.002946
AU0159  ,-0.002962
AU0160  ,-0.006215
AU0161  ,0.000000
AU0162  ,-0.004405
AU0163  ,-0.002255
AU0164  ,-0.002222
AU0165  ,-0.006581
AU0166  ,-0.003460
AU0167  ,-0.004307
AU0168  ,-0.003136
AU0170  ,-0.002472
AU0171  ,-0.004262
AU0174  ,-0.005184
AU0175  ,-0.001562
AU0176  ,-0.002421
AU0178  ,-0.007782
AU0180  ,-0.000805
AU0181  ,-0.005037
AU0182  ,-0.001666
AU0183  ,-0.001950
AU0184  ,-0.001231
AU0185  ,-0.002327
AU0186  ,-0.003998
AU0187  ,-0.003143
AU0300  ,0.000864
AU0301  ,-0.008437
AU0302  ,-0.000223
AU0303  ,-0.003421
AU0304  ,0.001194
AU0305  ,-0.001725
AU0306  ,-0.002281
AU0320  ,0.000075
AU0321  ,-0.008738
AU0322  ,-0.001096
AU0325  ,0.000416
AU0326  ,0.000388
AU0327  ,0.000994
AU0328  ,0.000630
AU0329  ,0.000127
AU0330  ,0.000435
AU0331  ,0.000349
AU0332  ,-0.000229
AU0333  ,0.002138
AU0334  ,0.000224
AU0337  ,0.000879
AU0350  ,-0.001630
AU0500  ,0.001693
AU2UOHBA,0.001007
AUCVJGRA,0.000061
AUKQTWZA,0.006302
AV5GTURA,0.000748
AVA018  ,0.000000
AVJQJLBA,0.000000
AWC243  ,0.000000
AWC271  ,0.000000
AWC272  ,0.000000
AWC302  ,0.000000
AWC581  ,0.000000
AWC582  ,0.000000
AWC652  ,0.000000
AWC653  ,0.000000
AWC727W ,0.000000
AWC912  ,0.000000
AWCHPBJA,0.000015
AWCVVPBA,0.000010
AWJBFARA,-0.000193
AWSFJGRA,0.004484
AWUIR4BA,-0.000011
AXM119  ,0.000000
AXM5104 ,0.000000
AXM5105 ,0.000000
AXM5106 ,0.000000
AXM5107 ,0.000000
AXM5108 ,0.000000
AXM5109 ,0.000000
AXM5110 ,0.000000
AXM5112 ,0.000000
AXM5113 ,0.000000
AXM5114 ,0.000000
AXM5115 ,0.000000
AXM5116 ,0.000000
AXM5117 ,0.000000
AXM5118 ,0.000000
AXM5119 ,0.000000
